fecha,venue,sub_venue,riders,z_dow,event_name,event_category,year,month,dow
2019-02-09,Pumas/CU,Estadio Olimpico Universitario,132974,2.500119372501707,Liga MX (Pumas UNAM),soccer_domestic,2019,2,5
2019-02-10,Pumas/CU,Estadio Olimpico Universitario,127785,7.115104087813605,Liga MX (Pumas UNAM),soccer_domestic,2019,2,6
2019-03-09,Pumas/CU,Estadio Olimpico Universitario,161579,3.648286962053481,Liga MX (Pumas UNAM),soccer_domestic,2019,3,5
2019-03-10,Pumas/CU,Estadio Olimpico Universitario,148209,8.760565061481783,Liga MX (Pumas UNAM),soccer_domestic,2019,3,6
2019-04-07,Pumas/CU,Estadio Olimpico Universitario,96079,4.5607080032501885,Liga MX (Pumas UNAM),soccer_domestic,2019,4,6
2019-05-04,Pumas/CU,Estadio Olimpico Universitario,143100,2.906563875623583,Liga MX (Pumas UNAM),soccer_domestic,2019,5,5
2019-05-11,Pumas/CU,Estadio Olimpico Universitario,163073,3.708254183825561,Liga MX (Pumas UNAM),soccer_domestic,2019,5,5
2019-05-12,Pumas/CU,Estadio Olimpico Universitario,134690,7.671405890750286,Liga MX (Pumas UNAM),soccer_domestic,2019,5,6
2019-06-02,Pumas/CU,Estadio Olimpico Universitario,141193,8.195320535862123,Liga MX (Pumas UNAM),soccer_domestic,2019,6,6
2019-06-08,Pumas/CU,Estadio Olimpico Universitario,160586,3.6084292303134036,Liga MX (Pumas UNAM),soccer_domestic,2019,6,5
2019-06-09,Pumas/CU,Estadio Olimpico Universitario,170056,10.520670128644369,Liga MX (Pumas UNAM),soccer_domestic,2019,6,6
2019-08-03,Pumas/CU,Estadio Olimpico Universitario,138537,2.7234109753919893,Liga MX (Pumas UNAM),soccer_domestic,2019,8,5
2019-08-04,Pumas/CU,Estadio Olimpico Universitario,138173,7.9520140268297155,Liga MX (Pumas UNAM),soccer_domestic,2019,8,6
2019-08-10,Pumas/CU,Estadio Olimpico Universitario,148315,3.115887209988642,Liga MX (Pumas UNAM),soccer_domestic,2019,8,5
2019-08-11,Pumas/CU,Estadio Olimpico Universitario,159497,9.669983562792318,Liga MX (Pumas UNAM),soccer_domestic,2019,8,6
2019-09-01,Pumas/CU,Estadio Olimpico Universitario,118517,6.3684270263194485,Liga MX (Pumas UNAM),soccer_domestic,2019,9,6
2019-09-08,Pumas/CU,Estadio Olimpico Universitario,152742,9.125766520238042,Liga MX (Pumas UNAM),soccer_domestic,2019,9,6
2019-10-06,Pumas/CU,Estadio Olimpico Universitario,117352,6.274568720682774,Liga MX (Pumas UNAM),soccer_domestic,2019,10,6
2019-11-02,Pumas/CU,Estadio Olimpico Universitario,149264,3.153978838811737,Liga MX (Pumas UNAM),soccer_domestic,2019,11,5
2019-11-03,Pumas/CU,Estadio Olimpico Universitario,129486,7.252145270550071,Liga MX (Pumas UNAM),soccer_domestic,2019,11,6
2019-11-09,Pumas/CU,Estadio Olimpico Universitario,156368,3.4391241824990573,Liga MX (Pumas UNAM),soccer_domestic,2019,11,5
2019-11-10,Pumas/CU,Estadio Olimpico Universitario,162401,9.903944523795667,Liga MX (Pumas UNAM),soccer_domestic,2019,11,6
2019-12-01,Pumas/CU,Estadio Olimpico Universitario,85905,3.741038989046309,Liga MX (Pumas UNAM),soccer_domestic,2019,12,6
2019-12-08,Pumas/CU,Estadio Olimpico Universitario,140773,8.16148320679139,Liga MX (Pumas UNAM),soccer_domestic,2019,12,6
